日期,关键词,标题,正文摘要,点赞,收藏,评论,分享,类型,作者,封面图URL,标签,笔记ID,xsec_token,链接
2026-04-18,TCF Canada,🇨🇦4.17 TCF Canada考题分享,写作tâche 1 Vous êtes à la recherche d'un logement et souhaite,94,60,11,34,图文,三天打鱼两天晒王同学,https://sns-na-i11.xhscdn.com/1040g00831v3aa2hr2a0049uv1opdj054t1f1jeo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=7959038affdc13032969cdb66a2b45e7&t=6aa54543,,69e2f374000000001e00cd5e,YB8Vh_kNalWdQ7t-k_qtp0eoK7A7DumkPlWrGqVRSEw1M=,https://www.xiaohongshu.com/explore/69e2f374000000001e00cd5e?xsec_token=YB8Vh_kNalWdQ7t-k_qtp0eoK7A7DumkPlWrGqVRSEw1M=&xsec_source=app_note
2026-04-09,TCF备考,Tcf Canada经验贴 0基础1年考到B2（附花费,不少人问关于备考Tcf Canada的问题，我还是来整理一下我的学习经历，花费和用到的资料。 整体路线：打基础 → 做题,60,75,4,4,图文,SophiëX🥕,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k031unvnsnb342g5oipa2oodaogb216hu8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=44c404c379fa995293c336283f5682d8&t=6aa54653,,69d75cfc00000000230272ce,YB-hYh3In1lUhdsz-L7qCrxWSwYjr-TNXThtA3gaNPmEo=,https://www.xiaohongshu.com/explore/69d75cfc00000000230272ce?xsec_token=YB-hYh3In1lUhdsz-L7qCrxWSwYjr-TNXThtA3gaNPmEo=&xsec_source=app_note
2026-08-30,TEF Canada,Tcf Canada要不要止损（三战未出分）,A2基础，今年2月份开始在职备考。 学法语的决定来自于复杂的心态。海外经验差了二十多天不满一年，加上我在加拿大的工作经验,103,53,68,16,图文,小红薯60B5562D,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8324fr53aun4705o5kg2g091c3nmfsun8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=56530d25be9464c09be0e5d0da85b8a3&t=6aa5462c,,6a93a3da000000001f01eec9,YBGU3C5xIqM3bPlOWFCL7uOcTIWJ0Xy_BvbW5jbPXwMYw=,https://www.xiaohongshu.com/explore/6a93a3da000000001f01eec9?xsec_token=YBGU3C5xIqM3bPlOWFCL7uOcTIWJ0Xy_BvbW5jbPXwMYw=&xsec_source=app_note
2026-05-31,TCF备考,TCF CANADA备考口语小提醒,千万不要随便在小红书上找中文口语教练…虽然乍一看价格非常便宜。 建议直接找法语外教，我试了Celina和Sami的课，直,63,72,12,10,图文,小小饼咪,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0320r8omqrlm0g46rmaqko86hn32e4auo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=052dc7aa75f051df94472ae4445afff3&t=6aa54653,,6a1c3ff90000000007026dd8,YBGphQbHwSLnyIGuRqNhuXr3346X-FjQXb0gZxzXLbPTw=,https://www.xiaohongshu.com/explore/6a1c3ff90000000007026dd8?xsec_token=YBGphQbHwSLnyIGuRqNhuXr3346X-FjQXb0gZxzXLbPTw=&xsec_source=app_note
2026-09-03,TCF Canada,HowTo｜不花钱练口语T3，超级好使！,#tcfcanada  #tcfca  #加拿大法语  #ee法语  #加拿大ee  #ee法语定向  #ee法语加分,60,71,4,7,视频,雷雷六（在职加拿大法语B2版）,https://sns-na-i11.xhscdn.com/1040g008324l1kke5n2005pcbjjn83v8ldrkl298?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=665234cc2418379abfc15c100abc66c4&t=6aa54543,,6a98beef000000001203f49d,YBdIlg2ytDDjlmQjKfjHADfC8RIqrZdhO0_WM9r94tsXE=,https://www.xiaohongshu.com/explore/6a98beef000000001203f49d?xsec_token=YBdIlg2ytDDjlmQjKfjHADfC8RIqrZdhO0_WM9r94tsXE=&xsec_source=app_note
2026-07-02,TCF Canada,TCF CA Tâche 2别再死背问题！8个高分技巧,很多人觉得Tâche 2 背背问题清单就行了。这种想法大错特错！ 它真正考的是你能不能用法语完成一次自然的日常交流。 以,52,75,4,11,图文,朝阳区潜力富婆,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k032249hvih720g5ph4v6shommhi694q1g?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=cf70c519a485c0f8c1ed0af8054b5a4e&t=6aa5461f,,6a46410c000000001101b8c3,YBH-LpUlYbfC6iJm37nwguVLnCJ4EWelkxWXYpyXJvFCc=,https://www.xiaohongshu.com/explore/6a46410c000000001101b8c3?xsec_token=YBH-LpUlYbfC6iJm37nwguVLnCJ4EWelkxWXYpyXJvFCc=&xsec_source=app_note
2026-03-30,TCF Canada,TCF Canada 口语写作进阶攻略#2,虚拟式作为法语的最高级语法之一，如果考生能够在口语写作中准确地使用，那它一定能帮助你获得b2及更高的成绩。下面列举一些我,55,73,2,13,图文,下头女安托瓦内特,https://sns-na-i11.xhscdn.com/1040g00831ub8ha202g005p9gj28qjb4phvlhtlg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=a45b6e405d233a8c9eef829711fdc669&t=6aa54543,,69ca51a2000000002102c7d6,YB-kIz8uNnmPC8pDBcwcEvqcTb7liJK3yfs9wAIYN-xq8=,https://www.xiaohongshu.com/explore/69ca51a2000000002102c7d6?xsec_token=YB-kIz8uNnmPC8pDBcwcEvqcTb7liJK3yfs9wAIYN-xq8=&xsec_source=app_note
2025-12-25,TCF Canada,🇨🇦TCF Canada备考-写作篇,恭喜这个小女孩二战tcf ca上岸 在昨天/平安夜收到了最佳圣诞礼物！🎄 今天做一回学习博主 篇幅有限，先和大家分享下,65,66,21,11,图文,啵啵水芹菜儿,https://sns-na-i11.xhscdn.com/1040g2sg31qt9tval00eg5n2if7j41jqq2n8d1v8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=41d9742ee39880a3935b0417d7f536c2&t=6aa54543,,694d4f62000000001e032691,YBdBov3aJN_SR9jlKouW_tYUzVzsIMW8t1qsdzRISUVmg=,https://www.xiaohongshu.com/explore/694d4f62000000001e032691?xsec_token=YBdBov3aJN_SR9jlKouW_tYUzVzsIMW8t1qsdzRISUVmg=&xsec_source=app_note
2024-11-08,TEF Canada,TEF Canada 我的通关秘籍总结,#想记录下此刻  在蒙村考了三次tef canada终于成了！ [哇R][哇R][哇R][哇R][哇R] 感觉这不仅是一,58,69,16,18,图文,炫酷小宝🐷,https://sns-na-i11.xhscdn.com/1040g2sg319u1eijc7e805n6mn3akhuskmos117o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=239b7af5fcbf539657eb2e61e0134d82&t=6aa54636,,672d6a30000000003c0179d2,YBCpLOdSPgnu4fKYHMFL_zB_Ar0__LY-BhR8kLa0AWftg=,https://www.xiaohongshu.com/explore/672d6a30000000003c0179d2?xsec_token=YBCpLOdSPgnu4fKYHMFL_zB_Ar0__LY-BhR8kLa0AWftg=&xsec_source=app_note
2026-05-10,TEF Canada,TCF Canada法语外教示范，口语3压力的作用,第一层可以讲“动力”： Le stress peut motiver les personnes à travaille,85,55,7,15,视频,西舟法语TCF Canada和PTE core,https://sns-na-i11.xhscdn.com/spectrum/1040g0k032008ckf0l4005n6pjcqm3069pjb1etg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=c265766d2eedd6efb8a095329c567193&t=6aa54636,,6a009550000000003601d8c7,YBtkH-WRzghEDEQohv8bbfu0fNjE5eYwQYLjyIB0A-BTY=,https://www.xiaohongshu.com/explore/6a009550000000003601d8c7?xsec_token=YBtkH-WRzghEDEQohv8bbfu0fNjE5eYwQYLjyIB0A-BTY=&xsec_source=app_note
2025-12-06,TEF Canada,TCF Canada vs TEF Canada 到底有什么区别？,简单聊一下 最近被问到的比较多的问题，到底考 TCF Canada 还是 TEF Canada 比较容易？/ 两个考试都,65,64,6,12,图文,什么时候可以不学习,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k031pnqj8gcku005oepke3gj0hk5artp20?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=8582cb922991078bda2142dd90a493ad&t=6aa54636,,6933595e000000001e03aada,YBDC7DAEexk4ZSBsPA-tAfLllqo9aib1C4k3BJfSqcmtk=,https://www.xiaohongshu.com/explore/6933595e000000001e03aada?xsec_token=YBDC7DAEexk4ZSBsPA-tAfLllqo9aib1C4k3BJfSqcmtk=&xsec_source=app_note
2026-06-04,TCF Canada,TCF Canada T3口语冲CLB7🔥5段式模版示范,#法语  #法语考试  #tcfcanada备考  #法语老师  #tcfcanada  #clb7  #法语b,77,57,0,5,视频,达可法语D'accord上岸版,https://sns-na-i11.xhscdn.com/spectrum/1040g34o321070fbbn01g5p5qm0j57jrom79ifoo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=2400c610015ab37478085cdc7d61494b&t=6aa54543,,6a214e5100000000080264a1,YBVOCGCRKPHZDALQW6UbG01lZ9gOzdhwec4TsVQp1bmig=,https://www.xiaohongshu.com/explore/6a214e5100000000080264a1?xsec_token=YBVOCGCRKPHZDALQW6UbG01lZ9gOzdhwec4TsVQp1bmig=&xsec_source=app_note
2026-04-17,TCF Canada,全网首发 | TCF CA🇨🇦 纸笔考卷到底长啥样,备考 TCF Canada 的过程里，我一直没找到纸笔考的试卷到底长什么样。 网上基本只有答题卡样式（因为和 TCF T,63,64,2,17,图文,z.f.,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k031v2i9dtuhu004a6l9i1pmv5gjck0rt8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=d02df1c781da4b7405c6f401fcc22521&t=6aa54543,,69e22f9f000000002200d46b,YB8Vh_kNalWdQ7t-k_qtp0egxaU4rexwXGqzTHhrUYR-Q=,https://www.xiaohongshu.com/explore/69e22f9f000000002200d46b?xsec_token=YB8Vh_kNalWdQ7t-k_qtp0egxaU4rexwXGqzTHhrUYR-Q=&xsec_source=app_note
2026-07-26,TCF备考,在职法语学习⏳两个月成果结算 初步完成a2,（初步完成指完成a2网课 不知不觉已经学习了整整两个月了~用app记录的时长大概是223h！ 具体进度如下： ✅网课：你,57,66,5,3,图文,Mantou,https://sns-na-i11.xhscdn.com/note_pre_post_uhdr/1040g3r032337a5me7k505qd5hlf7bd9un9dp1o0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=456443d4421a6f5c5b2d73fbe7a3873a&t=6aa54653,,6a65f160000000001d023c5f,YBUoWsYHRS_VyFdBG-CkIH3tvTaif0ZxfdICj883v3B-E=,https://www.xiaohongshu.com/explore/6a65f160000000001d023c5f?xsec_token=YBUoWsYHRS_VyFdBG-CkIH3tvTaif0ZxfdICj883v3B-E=&xsec_source=app_note
2025-07-06,TEF Canada,TCF Canada 35岁中年少男之所感,感恩自己选择了法语这条路，并且坚持了下来。 无数个夜晚，刷题刷到怀疑人生。一闭眼大脑就开始构思法语小作文，大脑根本无法关,95,46,20,8,图文,momo,https://sns-na-i11.xhscdn.com/1040g2sg31jjgqaoa367g5n5ko0hluiosgabb2oo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=0906d0dc08c4c0cef21023b34e25ff09&t=6aa54636,,686a5c3f000000000b02d40c,YBmQUxtSBENcBFOpa6xptWCiXGGSgahp_ria4ZpHTICsI=,https://www.xiaohongshu.com/explore/686a5c3f000000000b02d40c?xsec_token=YBmQUxtSBENcBFOpa6xptWCiXGGSgahp_ria4ZpHTICsI=&xsec_source=app_note
2026-04-11,TCF备考,👍考过的人来说一下，TCF CA备考的底层逻,🇨🇦TCF CA备考这件事，我最近越学越有一个很深的感受：如果你的目标是法语移民，是想尽快把 TCF Canada,61,63,12,11,图文,呜呜奶爸在加拿大,https://sns-na-i11.xhscdn.com/oss-sg/notes/1040g3l031upu8a4u782g5qbnriepnccj3fmggt0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=7313342c74c586ebe8e7b808dacc9338&t=6aa54653,,69d9586b000000002903c48b,YBbZNdYpJaQaIAqriKJhl_41Oiaa5Pw88qk4Qewzv1mb4=,https://www.xiaohongshu.com/explore/69d9586b000000002903c48b?xsec_token=YBbZNdYpJaQaIAqriKJhl_41Oiaa5Pw88qk4Qewzv1mb4=&xsec_source=app_note
2026-08-28,TEF Canada,0基础冲法语EE,最近刚开始学法语 目前进度：刚把发音规则学完 然后我就卡住了…… 现在手里有《你好！法语》，本来想直接跟着教材往下学，但,66,60,33,8,图文,杨开心,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0324djt6esnu005nsne7m080onjt8etp0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=8c0b63a3b37095dbeb1fa62606998560&t=6aa54636,,6a9155cc000000002503810f,YBuob7hM_uFxfh4qAGTB0gawCkMQyi_KVUwNgNLTb8n5g=,https://www.xiaohongshu.com/explore/6a9155cc000000002503810f?xsec_token=YBuob7hM_uFxfh4qAGTB0gawCkMQyi_KVUwNgNLTb8n5g=&xsec_source=app_note
2026-08-01,TEF Canada,EE法语通道究极指南之BASIC TODO LIST,这篇是你一开始就得知道的内容，整个法语通道整体需要多久？有哪些要做？ 已经有法语基础、材料也比较顺利的人，可能几个月内能,52,67,1,13,图文,邪恶小比,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8323b55e4on0a05picb3e0u20k85npum8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=e8b80186321f465194996d02bed9c337&t=6aa54642,,6a6e0bea000000003301af6e,YBaDnYG2Vv7vEH8MI2KmfvmA0LRn6KSx-xh3baFsa-kvM=,https://www.xiaohongshu.com/explore/6a6e0bea000000003301af6e?xsec_token=YBaDnYG2Vv7vEH8MI2KmfvmA0LRn6KSx-xh3baFsa-kvM=&xsec_source=app_note
2026-08-15,法语移民,25岁，成為加拿大永久居民,大信封到手，枫叶卡也如期收到。 从加拿大硕士毕业，到转战 EE 法语定向；从重新拾起法语，到入池3天收到 ITA——所有,138,24,47,9,图文,雨暘,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0323sdjn17nu6g5pli2dlnc793013tsi0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=274acdd797a88aa467f3ed5d09844862&t=6aa54672,,6a7fba500000000008013f96,YBcYdCJ_BT_tJ7OdDz2dI2CeLgOXH8a0ZWkWeLUTe6Yg0=,https://www.xiaohongshu.com/explore/6a7fba500000000008013f96?xsec_token=YBcYdCJ_BT_tJ7OdDz2dI2CeLgOXH8a0ZWkWeLUTe6Yg0=&xsec_source=app_note
2026-08-09,TCF Canada,tcfca首考clb8口语篇下T2备考,本篇主要分享T2的备考。最近因为比较忙，所以一直没完成T2的更新。T2是法语口语考试的关键部分，备考的时候不要忽略这部分,51,67,4,8,图文,谢十一,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8323kum01f7kb05nud1k5g9274lmgp1bo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=af7e9cd9a6b31848150c4dc152857c13&t=6aa5461f,,6a781e9f0000000033035319,YBiV89v2Q7ctwwwKr-w9WMRefTPj3l7Teu7BJg4SqFPeA=,https://www.xiaohongshu.com/explore/6a781e9f0000000033035319?xsec_token=YBiV89v2Q7ctwwwKr-w9WMRefTPj3l7Teu7BJg4SqFPeA=&xsec_source=app_note
2026-08-28,TCF备考,TCF CA备考| Italki老师推荐（1）,总共上过10位老师的课，以下评价全主观😆 🟥最推荐的老师： 1. Didier Cayre: ✅是这些老师里最了解考,51,67,3,5,图文,momo（法语考过版）,https://sns-na-i11.xhscdn.com/oss-ae/notes/1040g3ug324cramcajo004bbt0od6k83aeb415kg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=cea653cb365ff61d6745fd7be255e072&t=6aa5465b,,6a909941000000000f03a000,YBKV_0oDElqVznuuDaicYmfq_Hs3u8TTPzd8pKasN9vjs=,https://www.xiaohongshu.com/explore/6a909941000000000f03a000?xsec_token=YBKV_0oDElqVznuuDaicYmfq_Hs3u8TTPzd8pKasN9vjs=&xsec_source=app_note
2026-09-03,TCF Canada,备考TCF Canada，死磕这些法语播客就对了,我常常告诉我的学生，在学法语期间，一定要全方面无死角地让自己的耳朵暴露在法语环境里面。 分享几个我真心觉得可以练耳朵的法,56,62,0,6,图文,Wendy在大温,https://sns-na-i11.xhscdn.com/oss-ae/notes_pre_post/1040g3v8324kis9i6iu005qdpko0pg7bsgtu1es8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=9dd45c0e04f48d2bc4643e3229f71db2&t=6aa54543,,6a9878ae000000000e03f000,YBdIlg2ytDDjlmQjKfjHADfPb8CKiI_6nvXeDP_3n59E0=,https://www.xiaohongshu.com/explore/6a9878ae000000000e03f000?xsec_token=YBdIlg2ytDDjlmQjKfjHADfPb8CKiI_6nvXeDP_3n59E0=&xsec_source=app_note
2026-09-11,TCF备考,🇨🇦🇫🇷｜法语通道快速上岸（听阅篇纯技巧）,Hello大家好呀～这里是法语上岸pr的泡泡🫧🐰～承蒙大家厚爱上一篇的帖子流量还不错，主包信守承诺来继续分享法语备考,60,58,2,5,图文,泡泡好好睡觉🎀,https://sns-na-i11.xhscdn.com/oss-ae/notes_pre_post/1040g3v8324v8bmtu2g4049uttvmed02p67jfip8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=8b0b66d1b03d0a420848b456c4249bf6&t=6aa54653,,6aa36ba6000000000f03a800,YBc_u1O70S7GFILGaIdSdAoJJVULt7jiiVnUq4OeXwD8A=,https://www.xiaohongshu.com/explore/6aa36ba6000000000f03a800?xsec_token=YBc_u1O70S7GFILGaIdSdAoJJVULt7jiiVnUq4OeXwD8A=&xsec_source=app_note
2026-06-03,TEF Canada,零基础法语学习及备考TCF Canada攻略（三）,B2备考冲刺阶段-口语篇 刚开始学的时候看了很多经验贴，发现最容易挂的是口语，所以在备考阶段，甚至更早，一定要花大量时间,41,67,8,8,图文,十一月的小葵,https://sns-na-i11.xhscdn.com/1040g2sg320udqok9nkl049v14123misfciqglj0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=f8c2a3431f74953028135b3e8ee4bf55&t=6aa54642,,6a1f7a7700000000210088a3,YBpUhtTvJTmiudZwWGadmnD3ttoqvhbP_xv0iQ1UjVVnw=,https://www.xiaohongshu.com/explore/6a1f7a7700000000210088a3?xsec_token=YBpUhtTvJTmiudZwWGadmnD3ttoqvhbP_xv0iQ1UjVVnw=&xsec_source=app_note
2026-09-04,TCF备考,🇨🇦靠法语拿到PR后重新剖析TCF考试,终于收到卡了！几年前刚来到加拿大的时候，只觉得很多事情应该顺理成章。没想到真正走到pr这一步，还是花了半年多的时间，把法,69,52,4,12,图文,tcf下班啦,https://sns-na-i11.xhscdn.com/oss-ae/notes_pre_post/1040g3v8324mbnjj7j62g49jl1pni71hhej54r7o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=bc77ccbb19665e6788dd9a2f3b12cbcc&t=6aa54653,,6a9a5982000000000e03f000,YBo9zuOHmze1iGAC7vB9EJYSgdcGGmHdVYOIknMhkyjqY=,https://www.xiaohongshu.com/explore/6a9a5982000000000e03f000?xsec_token=YBo9zuOHmze1iGAC7vB9EJYSgdcGGmHdVYOIknMhkyjqY=&xsec_source=app_note
2026-07-07,TCF备考,写给还在观望或不知道怎么备考TCF的大家,在开始学习前，对于未知的语言和考试，我也犹豫过一年多，哪怕知道这是不可避免的道路，但又因为害怕自己考不出来而一直不敢开始,51,61,13,7,图文,梨想主义,https://sns-na-i11.xhscdn.com/note_pre_post_uhdr/1040g3r8322aea9g4n47048nqnkm6irfsjhpve58?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=44900d2cd3358c6ad6a3bfa96ec4c345&t=6aa5465c,,6a4c8cfd000000001101364d,YBnnbVCfJD1D_dAXikr39RRqy7q7DToelvPAY-49-Xwc0=,https://www.xiaohongshu.com/explore/6a4c8cfd000000001101364d?xsec_token=YBnnbVCfJD1D_dAXikr39RRqy7q7DToelvPAY-49-Xwc0=&xsec_source=app_note
2026-06-03,TEF Canada,考TCF看这一个视频就够了（建议收藏）,今天花5分钟讲透TCF Canada：题型、时长、分值、题库逻辑全公开。 TCF是纯移民向考试，成绩有效期2年。目标明确,50,61,3,6,视频,是小房子呀,https://sns-na-i11.xhscdn.com/1040g008320ilgai4me2g5od6ta2k1rgm31lr90o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=46865bae115d1a7bed4ef675b67cda66&t=6aa54642,,6a13713c000000003700d90a,YBOVWhuNpx5moZW7LQB71csxgn-agY-Kbfbvt_Ypzzm2E=,https://www.xiaohongshu.com/explore/6a13713c000000003700d90a?xsec_token=YBOVWhuNpx5moZW7LQB71csxgn-agY-Kbfbvt_Ypzzm2E=&xsec_source=app_note
2026-06-27,TCF备考,TCF 344 分 B1→C2 🇫🇷半年 5 考 经验,从首考 344 分刚过 B1，到总分 622 拿下 C2 听力 690、阅读 699满分 中间半年连考 5 次，踩坑无数,84,44,17,20,图文,Max Feng,https://sns-na-i11.xhscdn.com/spectrum/1040g34o321tdlnjc6u105o4nu4sg88uerpasf70?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=ae07648f58401b24dfe535071517ee88&t=6aa54653,,6a3f4e9a0000000021019185,YBe37eV5O4cbZiJCIP3yqaDgAI4Lc8WybQmod4iUfu-4A=,https://www.xiaohongshu.com/explore/6a3f4e9a0000000021019185?xsec_token=YBe37eV5O4cbZiJCIP3yqaDgAI4Lc8WybQmod4iUfu-4A=&xsec_source=app_note
2026-08-04,法语移民,🌈我真的气死，被反复河蟹的一篇,很多人不知道，加拿大承认男男女女伴侣。 上一篇我们提到了 Common-law Partner（同居伴侣），很多朋友都来,74,49,9,34,图文,嘎嘣脆大香蕉,https://sns-na-i11.xhscdn.com/1040g2sg323ee6ireg2105pnm41mncbdrpa1c1j8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=605525799a7fe8e966856a0712b24847&t=6aa54677,,6a7173e10000000008010e9d,YBkPZ9Za-zpx1hpEP_RFuBU3ulmn4i4GScDusnVtueLPk=,https://www.xiaohongshu.com/explore/6a7173e10000000008010e9d?xsec_token=YBkPZ9Za-zpx1hpEP_RFuBU3ulmn4i4GScDusnVtueLPk=&xsec_source=app_note
2026-09-05,TEF Canada,加拿大法语工签的隐藏玩法？,现在大家一说学法语，基本想到的都是考TEF/TCF，四项冲NCLC 7，然后走EE法语类别。但如果你的目的不是马上拿身份,51,58,8,16,图文,加拿大的橙🍊,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8324n9atqs7u205o750rkg8vphnv35al8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=dca53a1188c39516b7857e9d6d66d2de&t=6aa54642,,6a9b71e3000000001001e72b,YBRjcapGEOBF-NWaW_F3UihV2eGkBIx6GJeymcB-aF86E=,https://www.xiaohongshu.com/explore/6a9b71e3000000001001e72b?xsec_token=YBRjcapGEOBF-NWaW_F3UihV2eGkBIx6GJeymcB-aF86E=&xsec_source=app_note
2026-05-17,法语移民,"加拿大将发布未来移民规划, EE法语重点提及",IRCC开放了每年一度的移民问询，针对下一轮新的2027-2029规划，法语通道再次被提及 虽然说细节还需要等待几个月才,86,39,19,33,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k83208lo0o65i705pk36mnhot2ddue7ld0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=e35d0ab4a6b1c70642de0efdc1d64c42&t=6aa54677,,6a093390000000003503aa25,YBvqNncSiWOUhblCuUfzeX8hRcyuUPX4Qj-tamFve5hv0=,https://www.xiaohongshu.com/explore/6a093390000000003503aa25?xsec_token=YBvqNncSiWOUhblCuUfzeX8hRcyuUPX4Qj-tamFve5hv0=&xsec_source=app_note
2026-06-24,TEF Canada,TCF：堪比人生小高考,考了五次终于过了，在小红书人均1次2次过的经验成绩下，也没想到最终要考5次。 但现实生活里见到考更多次的人也有，只能说这,88,36,50,14,图文,海刀豆公主👑,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8321pj17p0ms705n0lotp1hjdmqbu5480?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=8d6980f90bd8baa3ce605ac75fb9e151&t=6aa54636,,6a3b4cbd0000000011004493,YBb--rHpCKB0buk_qqUXj8IyPfkzou8SErr0k_luKtbUY=,https://www.xiaohongshu.com/explore/6a3b4cbd0000000011004493?xsec_token=YBb--rHpCKB0buk_qqUXj8IyPfkzou8SErr0k_luKtbUY=&xsec_source=app_note
2026-08-10,法语移民,加拿大EE通道大改的几个高频问题,很多同学对于EE大改有疑问，猫哥这篇文章来讲一下大家问得最多的几个问题 1) 新EE体系下，加拿大以外的工作还能算进EE,73,43,14,16,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8323mkrigq0m7g5pk36mnhot2d3k48rl8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=4bcf3f75accf5421bf2864f29d10e98c&t=6aa54677,,6a79d07f00000000220142c1,YBHIXhgI_jwjCL7reMdkbPbmsY7zdOApofWUf1dE5iYlY=,https://www.xiaohongshu.com/explore/6a79d07f00000000220142c1?xsec_token=YBHIXhgI_jwjCL7reMdkbPbmsY7zdOApofWUf1dE5iYlY=&xsec_source=app_note
2026-09-11,TCF备考,TCF口语tâche2备考分享,最后15天我平均每天8h高强度备考，其中有大概5h是分给口语的。同时，整个备考过程中我主要用到了GPT；doc.goog,49,53,0,9,图文,momo,https://sns-na-i11.xhscdn.com/oss-ae/notes/1040g3ug324vu65qhjo0049n0bq3ihgrhh5nh6o0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=06878f0d508c22c3069e24355a20fe89&t=6aa5465b,,6aa41d68000000000f039c00,YB2J4M3hKCkQ0Etqw6lNdDJeD4Y9b5ys8Z_uEmRpsLLXk=,https://www.xiaohongshu.com/explore/6aa41d68000000000f039c00?xsec_token=YB2J4M3hKCkQ0Etqw6lNdDJeD4Y9b5ys8Z_uEmRpsLLXk=&xsec_source=app_note
2026-05-06,TCF Canada,TCF Canada 口语3 ｜整容题目观点分享,📚 今天分享一道小编觉得“有点难”的 TCF 题 “De plus en plus de personnes font,50,52,2,16,图文,Lulu加拿大生活 (TCF备考中）,https://sns-na-i11.xhscdn.com/1040g00831vpt6odrkc004bupauup3m2867u6s2o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=80067a8df060ec78dd25d6d6e2a3fa63&t=6aa5461f,,69fa144600000000360004be,YBXPkmb8P-h9zCCicJfsEbkL_nxUHBhYklM5Ft3kLH05E=,https://www.xiaohongshu.com/explore/69fa144600000000360004be?xsec_token=YBXPkmb8P-h9zCCicJfsEbkL_nxUHBhYklM5Ft3kLH05E=&xsec_source=app_note
